#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-26AC57A5C070992A-1AE648D0E384706F
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-02-04T21:40:58	Run time	0:00:00:24
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#3 - > RYR1	superfamily	430005	17811	17927	6.08132e-32	123.403	cl09597	RIH_assoc superfamily	 - 	 - 
Q#3 - > RYR1	superfamily	425730	867	1051	2.34891e-27	115.442	cl37996	Ion_trans superfamily	 - 	 - 
Q#3 - > RYR1	superfamily	445809	5786	5966	6.08393e-23	100.169	cl02516	VWD superfamily	 - 	 - 
Q#3 - > RYR1	superfamily	223021	4414	4963	1.23853e-10	70.7376	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	16679	17228	1.23853e-10	70.7376	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	17016	17596	6.82745e-10	68.0412	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	9736	10246	1.97304e-08	63.4189	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	11903	12477	3.15238e-08	62.6485	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	12241	12765	4.74281e-07	58.7965	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	2443	3038	4.86337e-07	58.7965	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	14708	15303	4.86337e-07	58.7965	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	8040	8524	8.95802e-07	57.6409	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	9108	9612	2.81874e-06	56.1001	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	8785	9292	5.8862e-06	54.9445	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	16254	16860	6.61773e-06	54.9445	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	3989	4595	6.61773e-06	54.9445	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	10025	10588	1.20878e-05	54.1741	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	12521	13016	1.30332e-05	53.7889	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223039	4812	5216	2.01889e-05	53.2513	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223021	3189	3731	2.76755e-05	53.0185	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	15454	15996	2.76755e-05	53.0185	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	2153	2691	3.41146e-05	52.6333	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	223021	14418	14956	3.41146e-05	52.6333	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	227709	10631	10851	5.04356e-05	51.8155	cl34999	ROM1 superfamily	C	 - 
Q#3 - > RYR1	superfamily	282904	11527	11886	7.99321e-05	51.0704	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#3 - > RYR1	superfamily	227709	5134	5354	8.6386e-05	51.0451	cl34999	ROM1 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223021	10563	11143	0.000174394	50.3221	cl33720	PHA03247 superfamily	N	 - 
Q#3 - > RYR1	superfamily	227709	7623	7875	0.000351754	49.1191	cl34999	ROM1 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223039	10997	11386	0.000362962	49.0141	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223039	7049	7492	0.000478875	48.6289	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223039	1639	2075	0.000507871	48.6289	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	223039	13904	14340	0.000507871	48.6289	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	183756	11362	11495	0.00462957	44.7065	cl32828	motB superfamily	N	 - 
Q#3 - > RYR1	superfamily	223039	8485	8889	0.00680313	44.7769	cl33723	PHA03307 superfamily	C	 - 
Q#3 - > RYR1	superfamily	236776	2990	3104	0.00687724	43.8616	cl35960	PRK10856 superfamily	N	 - 
Q#3 - > RYR1	superfamily	236776	15255	15369	0.00687724	43.8616	cl35960	PRK10856 superfamily	N	 - 
