#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2FEA4F2B047646E7-159E0D0D1AA0D6A9
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-02-22T19:44:31	Run time	0:00:01:13
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#6 - >F9	superfamily	451279	93	129	5.55908e-10	54.1798	cl21504	EGF_CA superfamily	 - 	 - 
Q#6 - >F9	superfamily	451279	134	170	1.43142e-08	50.3143	cl21504	EGF_CA superfamily	 - 	 - 
Q#8 - >CD74	superfamily	401300	17	129	2.00718e-53	169.6	cl07809	MHC2-interact superfamily	 - 	 - 
Q#8 - >CD74	superfamily	430246	136	203	1.4226e-36	125.225	cl07439	MHCassoc_trimer superfamily	 - 	 - 
Q#8 - >CD74	superfamily	444714	212	271	7.44882e-21	84.0525	cl00150	TY superfamily	 - 	 - 
Q#9 - >BAIAP2L1	superfamily	448379	6	231	6.68534e-162	458.227	cl12013	BAR superfamily	 - 	 - 
Q#9 - >BAIAP2L1	superfamily	450141	342	399	1.47152e-36	129.265	cl17036	SH3 superfamily	 - 	 - 
Q#9 - >BAIAP2L1	superfamily	425359	495	510	0.00502628	34.6851	cl41728	WH2 superfamily	N	 - 
Q#10 - >TECR	superfamily	178174	61	343	9.05905e-87	263.892	cl28409	PLN02560 superfamily	 - 	 - 
Q#11 - >SALL4	superfamily	411020	381	429	2.37877e-10	57.5663	cl41227	SUF4-like superfamily	C	 - 
Q#11 - >SALL4	superfamily	433230	580	605	9.78168e-07	45.8099	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#11 - >SALL4	superfamily	433230	884	909	4.00652e-06	44.2691	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#11 - >SALL4	superfamily	395048	626	648	0.000101366	39.9761	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#11 - >SALL4	superfamily	395048	872	892	0.00137577	36.8945	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#12 - >SLCO4A1	superfamily	452895	102	604	0	750.125	cl28910	MFS superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	444673	37	453	0	615.099	cl00057	vWFA superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	429757	626	709	4.81321e-27	105.851	cl06832	Integrin_B_tail superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	413355	990	1084	3.38519e-25	101.172	cl02522	Calx-beta superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	451288	1642	1727	2.40698e-21	89.7816	cl21522	FN3 superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	451288	1529	1611	1.81177e-19	84.3888	cl21522	FN3 superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	451288	1128	1208	5.98083e-16	74.3736	cl21522	FN3 superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	451288	1221	1309	3.18718e-14	69.366	cl21522	FN3 superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	436446	457	485	1.13588e-10	57.8697	cl39712	I-EGF_1 superfamily	 - 	 - 
Q#13 - >ITGB4	superfamily	451279	550	573	0.0012907	37.7124	cl21504	EGF_CA superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	285	335	4.95954e-14	66.5835	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	128	178	7.69517e-14	65.8131	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	445	495	1.45462e-12	62.3463	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	210	260	1.80336e-12	61.9611	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	377	417	1.15294e-11	59.5505	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	532	573	5.16828e-10	54.9281	cl02546	Granulin superfamily	 - 	 - 
Q#14 - >GRN	superfamily	445823	62	112	5.75264e-09	51.946	cl02546	Granulin superfamily	 - 	 - 
Q#15 - >NAGLU	superfamily	428298	130	465	0	594.483	cl09358	NAGLU superfamily	 - 	 - 
Q#15 - >NAGLU	superfamily	432909	474	728	3.13856e-116	350.382	cl15206	NAGLU_C superfamily	 - 	 - 
Q#15 - >NAGLU	superfamily	432908	42	115	1.01786e-22	92.5768	cl15205	NAGLU_N superfamily	 - 	 - 
Q#16 - >C1QBP	superfamily	426723	86	279	1.52903e-46	155.123	cl03541	MAM33 superfamily	 - 	 - 
Q#17 - >SIPA1L3	superfamily	432158	1477	1726	3.92757e-106	338.634	cl13342	SPAR_C superfamily	 - 	 - 
Q#17 - >SIPA1L3	superfamily	426620	641	821	3.9616e-89	287.481	cl03466	Rap_GAP superfamily	 - 	 - 
Q#17 - >SIPA1L3	superfamily	444702	966	1036	5.41458e-11	60.273	cl00117	PDZ superfamily	 - 	 - 
Q#17 - >SIPA1L3	superfamily	223021	1064	1490	0.00011324	47.2405	cl33720	PHA03247 superfamily	N	 - 
Q#18 - >PPFIBP1	superfamily	449586	803	874	5.94226e-46	158.774	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#18 - >PPFIBP1	superfamily	449586	718	780	7.50189e-38	135.515	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#18 - >PPFIBP1	superfamily	449586	644	707	5.47148e-34	124.262	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#18 - >PPFIBP1	superfamily	224117	47	341	1.49717e-12	72.0544	cl34174	Smc superfamily	N	 - 
Q#19 - >CCDC92	superfamily	434311	24	77	2.96272e-18	77.2995	cl20802	CCDC92 superfamily	 - 	 - 
Q#19 - >CCDC92	superfamily	224117	22	169	8.7691e-07	50.4832	cl34174	Smc superfamily	NC	 - 
Q#21 - >CAP2	superfamily	430101	323	475	1.14697e-91	275.124	cl38286	CAP_C superfamily	 - 	 - 
Q#21 - >CAP2	superfamily	426129	5	64	2.68404e-15	70.4602	cl03130	CAP_N superfamily	 - 	 - 
Q#22 - >DLST	superfamily	273565	71	453	0	576.685	cl36875	sucB superfamily	 - 	 - 
Q#23 - >RAD52	superfamily	455798	38	199	1.44543e-108	316.365	cl42453	Rad52_Rad22 superfamily	 - 	 - 
Q#24 - >LANCL1	superfamily	446568	62	395	4.93749e-151	430.98	cl04955	LanC_like superfamily	 - 	 - 
Q#24 - >LANCL1	superfamily	446568	1	89	5.64574e-06	47.6505	cl04955	LanC_like superfamily	NC	 - 
Q#25 - >USP31	superfamily	227847	126	766	2.06326e-79	280.231	cl35019	UBP12 superfamily	N	 - 
Q#25 - >USP31	superfamily	223039	1001	1209	0.00273769	42.0805	cl33723	PHA03307 superfamily	C	 - 
Q#26 - >CRBN	superfamily	448830	321	422	1.90817e-52	172.427	cl13152	RLR_C_like superfamily	 - 	 - 
Q#26 - >CRBN	superfamily	426647	80	317	3.25815e-34	127.067	cl37659	LON_substr_bdg superfamily	 - 	 - 
Q#27 - >C5orf15	superfamily	407686	79	265	9.09804e-119	337.289	cl39311	KCT2 superfamily	 - 	 - 
Q#28 - >HGF	superfamily	451320	494	716	5.607e-67	220.242	cl21584	Tryp_SPc superfamily	 - 	 - 
Q#28 - >HGF	superfamily	412161	210	290	5.74977e-41	144.07	cl00100	KR superfamily	 - 	 - 
Q#28 - >HGF	superfamily	412161	126	208	1.39358e-38	137.522	cl00100	KR superfamily	 - 	 - 
Q#28 - >HGF	superfamily	412161	304	384	1.54359e-37	134.44	cl00100	KR superfamily	 - 	 - 
Q#28 - >HGF	superfamily	412161	388	470	4.07703e-34	124.798	cl00100	KR superfamily	 - 	 - 
Q#28 - >HGF	superfamily	444700	39	122	1.24598e-27	106.242	cl00112	PAN_APPLE superfamily	 - 	 - 
Q#29 - >ALG2	superfamily	447877	17	407	0	665.059	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#30 - >CLASRP	superfamily	430801	41	169	5.55713e-51	172.882	cl10734	DRY_EERY superfamily	 - 	 - 
Q#31 - >ZNF574	superfamily	227381	585	938	1.26811e-06	52.0054	cl34881	COG5048 superfamily	 - 	 - 
Q#31 - >ZNF574	superfamily	435011	401	480	0.00509613	37.3409	cl25789	zf-C2H2_8 superfamily	 - 	 - 
Q#32 - >FGF6	superfamily	444674	84	205	3.21385e-60	184.289	cl00060	FGF superfamily	 - 	 - 
Q#33 - >HVCN1	superfamily	435589	226	273	4.29859e-23	88.822	cl25118	VGPC1_C superfamily	 - 	 - 
Q#34 - >EGR2	superfamily	432196	107	201	1.09893e-09	55.6234	cl13380	DUF3446 superfamily	 - 	 - 
Q#34 - >EGR2	superfamily	227381	381	449	7.53268e-09	57.7834	cl34881	COG5048 superfamily	C	 - 
Q#34 - >EGR2	superfamily	395048	353	377	0.000260776	38.0501	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#35 - >FAM53C	superfamily	434564	1	307	2.74831e-57	189.241	cl25609	FAM53 superfamily	 - 	 - 
Q#36 - >ZC3H13	superfamily	237171	343	566	7.90547e-08	57.2211	cl36163	PRK12678 superfamily	C	 - 
Q#36 - >ZC3H13	superfamily	448319	42	63	4.47479e-05	41.7965	cl11592	zf-CCCH superfamily	 - 	 - 
Q#37 - >MAGEA10	superfamily	432554	6	118	1.32303e-25	98.5201	cl13827	MAGE_N superfamily	 - 	 - 
Q#37 - >MAGEA10	superfamily	426270	141	306	6.63679e-18	81.1631	cl03220	MAGE superfamily	 - 	 - 
Q#38 - >MRPS7	superfamily	444827	64	269	4.29538e-115	328.818	cl00313	uS7 superfamily	 - 	 - 
Q#39 - >CHI3L1	superfamily	447899	24	380	0	612.642	cl10447	GH18_chitinase-like superfamily	 - 	 - 
Q#40 - >KDM6B	superfamily	454753	1377	1485	8.68948e-37	134.733	cl40423	cupin_RmlC-like superfamily	 - 	 - 
Q#40 - >KDM6B	superfamily	454753	1343	1407	8.92648e-08	50.3284	cl40423	cupin_RmlC-like superfamily	 - 	 - 
Q#40 - >KDM6B	superfamily	237864	572	718	0.00160095	43.2596	cl36446	PRK14950 superfamily	N	 - 
Q#41 - >RAP1GAP2	superfamily	426620	319	498	4.46284e-90	280.162	cl03466	Rap_GAP superfamily	 - 	 - 
Q#42 - >HSPB1	superfamily	444727	84	179	1.30766e-56	174.266	cl00175	alpha-crystallin-Hsps_p23-like superfamily	 - 	 - 
Q#43 - >SORBS3	superfamily	450141	614	671	2.64736e-38	135.47	cl17036	SH3 superfamily	 - 	 - 
Q#43 - >SORBS3	superfamily	450141	457	512	1.90285e-34	124.691	cl17036	SH3 superfamily	 - 	 - 
Q#43 - >SORBS3	superfamily	450141	383	437	4.32842e-33	120.798	cl17036	SH3 superfamily	 - 	 - 
Q#43 - >SORBS3	superfamily	445856	116	165	3.31625e-23	92.6844	cl02617	Sorb superfamily	 - 	 - 
Q#43 - >SORBS3	superfamily	236669	79	599	3.09355e-05	47.3871	cl35903	PRK10263 superfamily	NC	 - 
Q#45 - >CHRNA2	superfamily	452896	59	265	1.85818e-176	494.951	cl28912	LGIC_ECD superfamily	 - 	 - 
Q#45 - >CHRNA2	superfamily	455710	57	522	1.6824e-110	336.3	cl42365	LIC superfamily	 - 	 - 
Q#45 - >CHRNA2	superfamily	427171	28	75	3.83543e-05	46.6834	cl38111	Atrophin-1 superfamily	NC	 - 
Q#46 - >DST	superfamily	444660	201	358	3.85693e-74	244.123	cl00030	CH_SF superfamily	 - 	 - 
Q#46 - >DST	superfamily	444660	363	466	5.67964e-73	239.889	cl00030	CH_SF superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6590	6805	7.77697e-39	146.437	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	445813	7487	7562	3.21737e-36	133.728	cl02524	GAS2 superfamily	 - 	 - 
Q#46 - >DST	superfamily	436447	1188	1265	3.55892e-34	128.096	cl39713	Spectrin_like superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	7029	7241	4.07034e-34	132.955	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6916	7132	2.70073e-29	119.087	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6482	6696	2.72675e-25	107.532	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6370	6587	3.86269e-23	101.368	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6698	6914	9.51675e-23	100.213	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	912	1094	8.77483e-21	94.4347	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	407754	1087	1153	1.77176e-20	88.4732	cl39368	SH3_10 superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	5493	5708	5.80452e-19	89.4271	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6152	6368	8.92565e-19	88.6567	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	5607	5820	2.4121e-18	87.5011	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	6042	6255	2.7839e-18	87.1159	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	4725	4946	8.84539e-18	85.9603	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	4951	5165	1.03829e-16	82.8787	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	5714	5929	2.72999e-15	78.6415	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	4135	4364	3.39839e-15	78.2563	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	5931	6146	3.00286e-14	75.5599	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	224117	3831	4631	1.0987e-12	75.9064	cl34174	Smc superfamily	 - 	 - 
Q#46 - >DST	superfamily	415501	7412	7474	1.90817e-10	59.8689	cl08302	EFh superfamily	 - 	 - 
Q#46 - >DST	superfamily	452767	1986	2024	6.3434e-10	57.7333	cl27652	Plectin superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	5167	5378	1.08288e-07	56.3	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	413338	819	910	2.32395e-07	52.3321	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	114219	1205	1480	2.48685e-05	51.2609	cl30946	SCP-1 superfamily	N	 - 
Q#46 - >DST	superfamily	413338	1405	1569	0.000230934	46.2848	cl02488	SPEC superfamily	 - 	 - 
Q#46 - >DST	superfamily	114219	3445	4110	0.00110559	45.8681	cl30946	SCP-1 superfamily	 - 	 - 
Q#46 - >DST	superfamily	452767	1763	1794	0.00175793	39.3877	cl27652	Plectin superfamily	 - 	 - 
Q#46 - >DST	superfamily	452767	1872	1909	0.00202638	39.2437	cl27652	Plectin superfamily	 - 	 - 
Q#46 - >DST	superfamily	452767	1797	1835	0.00294485	38.8585	cl27652	Plectin superfamily	 - 	 - 
Q#46 - >DST	superfamily	452767	2062	2100	0.00384093	38.4733	cl27652	Plectin superfamily	 - 	 - 
Q#47 - >NDUFB5	superfamily	430820	2	206	1.89423e-106	303.506	cl10759	NDUF_B5 superfamily	 - 	 - 
Q#48 - >PKN1	superfamily	451246	621	945	0	727.173	cl21453	PKc_like superfamily	 - 	 - 
Q#48 - >PKN1	superfamily	444689	127	202	4.94933e-46	159.034	cl00087	HR1 superfamily	 - 	 - 
Q#48 - >PKN1	superfamily	444689	211	284	5.87453e-44	153.207	cl00087	HR1 superfamily	 - 	 - 
Q#48 - >PKN1	superfamily	449331	395	482	3.69191e-42	149.076	cl14603	C2 superfamily	 - 	 - 
Q#48 - >PKN1	superfamily	444689	52	104	1.75679e-21	88.8622	cl00087	HR1 superfamily	N	 - 
Q#49 - >AHR	superfamily	444684	28	88	8.08114e-38	135.051	cl00081	bHLH_SF superfamily	 - 	 - 
Q#49 - >AHR	superfamily	395786	113	226	4.98476e-14	68.9833	cl38023	PAS superfamily	 - 	 - 
Q#49 - >AHR	superfamily	451318	297	382	3.64732e-13	65.823	cl21578	PAS superfamily	 - 	 - 
Q#50 - >SLC25A51	superfamily	395101	31	112	3.17145e-09	53.0438	cl37969	Mito_carr superfamily	 - 	 - 
Q#50 - >SLC25A51	superfamily	395101	118	203	1.91345e-08	51.1178	cl37969	Mito_carr superfamily	 - 	 - 
Q#50 - >SLC25A51	superfamily	395101	210	297	1.05063e-07	48.8066	cl37969	Mito_carr superfamily	 - 	 - 
Q#51 - >TRMT5	superfamily	225318	97	469	4.76326e-67	219.505	cl34477	Trm5 superfamily	 - 	 - 
Q#52 - >PUM1	superfamily	453019	879	1202	0	539.101	cl29546	Pumilio superfamily	 - 	 - 
Q#53 - >EEPD1	superfamily	444936	261	538	1.96528e-51	177.205	cl00490	EEP superfamily	 - 	 - 
Q#53 - >EEPD1	superfamily	451393	37	95	9.84791e-19	80.2125	cl22429	HHH_5 superfamily	 - 	 - 
Q#53 - >EEPD1	superfamily	451393	136	195	3.13911e-17	75.9753	cl22429	HHH_5 superfamily	 - 	 - 
Q#54 - >MAPK8IP3	superfamily	451504	29	184	1.22835e-80	261.42	cl23720	RILP-like superfamily	 - 	 - 
Q#54 - >MAPK8IP3	superfamily	436927	955	1179	4.79149e-46	173.66	cl41045	WD40_2 superfamily	C	 - 
Q#54 - >MAPK8IP3	superfamily	435358	424	492	9.45935e-30	112.789	cl24893	JIP_LZII superfamily	 - 	 - 
Q#54 - >MAPK8IP3	superfamily	368653	850	964	9.03259e-10	58.2647	cl42451	Trypan_PARP superfamily	 - 	 - 
Q#54 - >MAPK8IP3	superfamily	274008	435	561	0.000186677	46.2031	cl37069	SMC_prok_B superfamily	NC	 - 
Q#55 - >PDGFRA	superfamily	451246	555	956	0	886.676	cl21453	PKc_like superfamily	 - 	 - 
Q#55 - >PDGFRA	superfamily	448366	313	413	9.96837e-58	193.541	cl11960	Ig superfamily	 - 	 - 
Q#55 - >PDGFRA	superfamily	448366	212	310	2.85782e-53	180.878	cl11960	Ig superfamily	 - 	 - 
Q#55 - >PDGFRA	superfamily	448366	28	100	0.000279759	40.2591	cl11960	Ig superfamily	 - 	 - 
Q#56 - >ORC3	superfamily	446925	18	344	0	526.538	cl06188	Orc3 superfamily	 - 	 - 
Q#56 - >ORC3	superfamily	437507	355	586	5.31624e-146	424.956	cl45078	ORC3_ins superfamily	 - 	 - 
Q#56 - >ORC3	superfamily	436299	597	709	9.26726e-40	142.44	cl39521	ORC_WH_C superfamily	 - 	 - 
Q#57 - >PLCB3	superfamily	449335	316	693	4.45639e-180	529.627	cl14615	PI-PLCc_GDPD_SF superfamily	 - 	 - 
Q#57 - >PLCB3	superfamily	333715	154	304	2.83107e-100	314.549	cl28895	EFh_PI-PLC superfamily	 - 	 - 
Q#57 - >PLCB3	superfamily	430164	1029	1202	2.48962e-72	238.42	cl25592	PLC-beta_C superfamily	 - 	 - 
Q#57 - >PLCB3	superfamily	450165	22	149	3.57047e-62	207.423	cl17171	PH-like superfamily	 - 	 - 
Q#57 - >PLCB3	superfamily	178538	318	833	1.60097e-60	219.099	cl31960	PLN02952 superfamily	N	 - 
Q#57 - >PLCB3	superfamily	235899	873	1066	0.00502785	40.8568	cl35524	PRK06975 superfamily	NC	 - 
Q#58 - >VSX2	superfamily	444687	153	204	4.41235e-25	96.0386	cl00084	homeodomain superfamily	 - 	 - 
Q#58 - >VSX2	superfamily	427530	300	318	0.00271635	34.6735	cl08404	OAR superfamily	 - 	 - 
Q#59 - >RASGRF2	superfamily	445797	998	1234	4.79572e-91	292.997	cl02485	RasGEF superfamily	 - 	 - 
Q#59 - >RASGRF2	superfamily	450165	19	158	6.23567e-86	274.687	cl17171	PH-like superfamily	 - 	 - 
Q#59 - >RASGRF2	superfamily	445839	247	428	6.34082e-42	151.685	cl02571	RhoGEF superfamily	 - 	 - 
Q#59 - >RASGRF2	superfamily	445811	638	686	1.30414e-13	68.0992	cl02520	REM superfamily	C	 - 
Q#59 - >RASGRF2	superfamily	445811	901	972	2.05011e-13	68.1298	cl02520	REM superfamily	N	 - 
Q#59 - >RASGRF2	superfamily	450165	480	588	2.29681e-06	47.1581	cl17171	PH-like superfamily	 - 	 - 
Q#60 - >PELI2	superfamily	428078	69	477	0	870.878	cl04696	Pellino superfamily	 - 	 - 
Q#61 - >PTPN3	superfamily	452893	631	904	0	614.936	cl28904	PTP_DSP_cys superfamily	 - 	 - 
Q#61 - >PTPN3	superfamily	214604	31	222	2.74147e-62	209.074	cl33382	B41 superfamily	 - 	 - 
Q#61 - >PTPN3	superfamily	450165	216	309	8.23177e-57	189.83	cl17171	PH-like superfamily	 - 	 - 
Q#61 - >PTPN3	superfamily	444702	508	595	1.38735e-20	86.4666	cl00117	PDZ superfamily	 - 	 - 
Q#62 - >AKAP8	superfamily	428240	415	546	4.1955e-70	224.662	cl04876	AKAP95 superfamily	 - 	 - 
Q#62 - >AKAP8	superfamily	237284	556	664	0.0028703	40.7325	cl36218	PRK13108 superfamily	N	 - 
Q#63 - >CDKN2B	superfamily	223738	18	135	3.31475e-13	64.0751	cl34000	ANKYR superfamily	N	 - 
Q#64 - >SOD1	superfamily	445161	3	147	1.21681e-65	196.327	cl00891	Cu-Zn_Superoxide_Dismutase superfamily	 - 	 - 
Q#66 - >MMS22L	superfamily	434305	26	731	0	1335.1	cl20797	MMS22L_N superfamily	 - 	 - 
Q#66 - >MMS22L	superfamily	434306	852	1227	8.9537e-157	473.692	cl20798	MMS22L_C superfamily	 - 	 - 
Q#67 - >ANKIB1	superfamily	459240	508	569	8.92238e-43	149.532	cl45895	BRcat_Rcat_RBR superfamily	 - 	 - 
Q#67 - >ANKIB1	superfamily	450175	331	388	6.86629e-38	135.241	cl17238	RING_Ubox superfamily	 - 	 - 
Q#67 - >ANKIB1	superfamily	459240	409	487	7.32212e-33	121.212	cl45895	BRcat_Rcat_RBR superfamily	 - 	 - 
Q#67 - >ANKIB1	superfamily	437254	584	712	1.43371e-12	68.9092	cl44843	Ariadne superfamily	C	 - 
Q#67 - >ANKIB1	superfamily	223738	28	198	2.25801e-08	55.9859	cl34000	ANKYR superfamily	N	 - 
Q#68 - >PRDM15	superfamily	394802	107	232	6.39579e-82	263.121	cl40432	SET superfamily	 - 	 - 
Q#68 - >PRDM15	superfamily	227381	429	891	7.30779e-08	56.2426	cl34881	COG5048 superfamily	 - 	 - 
Q#68 - >PRDM15	superfamily	236768	293	377	0.00088937	42.3621	cl35954	PRK10819 superfamily	NC	 - 
Q#68 - >PRDM15	superfamily	375871	12	37	0.00160137	37.2704	cl39781	zf_PR_Knuckle superfamily	N	 - 
Q#69 - >RNF167	superfamily	333703	20	170	1.99311e-56	180.613	cl28883	PA superfamily	 - 	 - 
Q#69 - >RNF167	superfamily	450175	228	273	8.54214e-34	118.608	cl17238	RING_Ubox superfamily	 - 	 - 
Q#70 - >FAM120A	superfamily	452894	5	220	3.48073e-74	244.122	cl28905	PIN_SF superfamily	 - 	 - 
Q#71 - >ACIN1	superfamily	450164	1011	1097	2.95342e-48	166.227	cl17169	RRM_SF superfamily	 - 	 - 
Q#71 - >ACIN1	superfamily	435259	1206	1236	3.67215e-12	63.6029	cl24764	RSB_motif superfamily	N	 - 
Q#71 - >ACIN1	superfamily	445868	72	106	1.39701e-06	45.9404	cl02640	SAP superfamily	 - 	 - 
Q#71 - >ACIN1	superfamily	173412	210	413	4.06763e-06	51.6803	cl31754	PTZ00121 superfamily	N	 - 
Q#72 - >ALG1	superfamily	447877	30	461	0	682.459	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#73 - >ARMC1	superfamily	451399	27	67	0.0016945	35.5081	cl22454	HEAT_EZ superfamily	 - 	 - 
Q#74 - >LTK	superfamily	451246	503	779	0	605.922	cl21453	PKc_like superfamily	 - 	 - 
Q#75 - >SMARCA5	superfamily	215601	69	1012	0	1211.95	cl33647	PLN03142 superfamily	 - 	 - 
Q#76 - >CABS1	superfamily	434669	1	395	0	531.771	cl25829	CABS1 superfamily	 - 	 - 
Q#77 - >PML	superfamily	432347	240	570	0	662.278	cl25910	DUF3583 superfamily	 - 	 - 
Q#77 - >PML	superfamily	444664	187	237	3.43362e-21	87.2158	cl00034	Bbox_SF superfamily	 - 	 - 
Q#77 - >PML	superfamily	450175	51	94	4.14206e-18	78.7517	cl17238	RING_Ubox superfamily	 - 	 - 
Q#77 - >PML	superfamily	444664	126	168	1.79081e-15	70.9517	cl00034	Bbox_SF superfamily	 - 	 - 
Q#77 - >PML	superfamily	447876	610	758	6.97741e-05	44.2131	cl10012	DnaQ_like_exo superfamily	 - 	 - 
Q#78 - >UBP1	superfamily	427990	54	254	2.47682e-60	198.412	cl04559	CP2 superfamily	 - 	 - 
Q#78 - >UBP1	superfamily	449586	369	435	1.0663e-41	143.976	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#79 - >ARHGAP44	superfamily	448379	13	260	1.27932e-172	497.261	cl12013	BAR superfamily	 - 	 - 
Q#79 - >ARHGAP44	superfamily	445838	249	449	6.12265e-102	313.239	cl02570	RhoGAP superfamily	 - 	 - 
Q#79 - >ARHGAP44	superfamily	185628	558	674	0.000272418	44.6806	cl33186	PTZ00449 superfamily	NC	 - 
Q#80 - >C1orf35	superfamily	431097	13	83	4.48465e-33	115.364	cl10856	MMtag superfamily	 - 	 - 
Q#81 - >MAPK6	superfamily	451246	14	355	0	703.076	cl21453	PKc_like superfamily	 - 	 - 
