#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2582F67DDE313B13-3FB90CEF38B73670
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-02-22T19:34:21	Run time	0:00:00:54
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#7 - >MUC16	superfamily	445803	12388	12496	2.32866e-28	113.13	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	14078	14178	1.27405e-27	111.204	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	12699	12807	1.95329e-27	110.433	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	12544	12652	5.01073e-27	109.278	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	12230	12338	5.96794e-27	109.278	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	13793	13898	6.08499e-27	109.278	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	12855	12963	5.10545e-26	106.581	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	13924	14028	5.10293e-25	103.5	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	445803	14321	14427	3.10832e-24	101.574	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	223021	11503	11854	1.41444e-06	56.8705	cl33720	PHA03247 superfamily	N	 - 
Q#7 - >MUC16	superfamily	226406	10756	10896	0.00147232	46.3943	cl28569	COG3889 superfamily	N	 - 
Q#7 - >MUC16	superfamily	445803	14202	14289	0.00194246	42.2531	cl02507	SEA superfamily	 - 	 - 
Q#7 - >MUC16	superfamily	223021	10751	11041	0.00609208	44.9293	cl33720	PHA03247 superfamily	N	 - 
Q#7 - >MUC16	superfamily	237019	3519	3643	0.0066446	44.4586	cl36084	PRK11907 superfamily	C	 - 
