#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-971D14AA5128DA0-D42102BDE5968F4
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-02-22T19:31:17	Run time	0:00:00:47
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#38 - >A1BG	superfamily	448366	218	298	2.10601e-11	59.7215	cl11960	Ig superfamily	 - 	 - 
Q#38 - >A1BG	superfamily	448366	309	396	0.000200532	40.0554	cl11960	Ig superfamily	 - 	 - 
Q#38 - >A1BG	superfamily	448366	119	201	0.00247267	36.9738	cl11960	Ig superfamily	 - 	 - 
Q#39 - >ABHD14A	superfamily	223669	74	270	7.94067e-10	58.1007	cl43201	MhpC superfamily	 - 	 - 
Q#40 - >BCL2L13	superfamily	445841	128	224	1.28514e-14	69.6004	cl02575	Bcl-2_like superfamily	 - 	 - 
Q#41 - >PLD5	superfamily	449516	309	502	1.05736e-123	360.323	cl15239	PLDc_SF superfamily	 - 	 - 
Q#41 - >PLD5	superfamily	449516	111	273	7.61413e-107	316.419	cl15239	PLDc_SF superfamily	 - 	 - 
Q#42 - >ADORA2A	superfamily	452889	7	299	0	576.503	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#43 - >HECTD4	superfamily	452702	4019	4413	2.16175e-92	305.258	cl27008	HECTc superfamily	 - 	 - 
Q#43 - >HECTD4	superfamily	445854	2399	2554	1.79294e-88	285.572	cl02614	SPRY superfamily	 - 	 - 
Q#43 - >HECTD4	superfamily	434726	55	139	0.00484662	42.92	cl25733	CCDC154 superfamily	C	 - 
Q#44 - >ZBTB2	superfamily	453885	3	117	1.50619e-74	231.034	cl38908	BTB_POZ superfamily	 - 	 - 
Q#44 - >ZBTB2	superfamily	433230	377	399	0.000279774	38.1059	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#44 - >ZBTB2	superfamily	395048	363	385	0.000385744	37.6649	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#44 - >ZBTB2	superfamily	395048	254	276	0.00218877	35.3537	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#45 - >MACC1	superfamily	449339	743	818	0.000722059	38.8021	cl14633	DD superfamily	 - 	 - 
Q#45 - >MACC1	superfamily	445810	218	275	0.00226305	37.8779	cl02517	ZU5 superfamily	C	 - 
Q#46 - >SCN5A	superfamily	432199	507	667	8.46819e-71	234.266	cl13384	Na_trans_cytopl superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	425730	1204	1479	1.37055e-67	228.305	cl37996	Ion_trans superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	428983	953	1200	2.89636e-67	225.686	cl05828	Na_trans_assoc superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	425730	1528	1782	3.34517e-59	204.038	cl37996	Ion_trans superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	425730	716	927	1.80961e-56	196.334	cl37996	Ion_trans superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	425730	130	423	2.32889e-53	187.474	cl37996	Ion_trans superfamily	 - 	 - 
Q#46 - >SCN5A	superfamily	240441	1471	1523	7.04991e-33	121.518	cl18913	Na_channel_gate superfamily	 - 	 - 
Q#47 - >MIA3	superfamily	450141	37	109	1.36897e-45	158.473	cl17036	SH3 superfamily	 - 	 - 
Q#47 - >MIA3	superfamily	224117	1215	1533	2.85294e-16	85.5363	cl34174	Smc superfamily	N	 - 
Q#47 - >MIA3	superfamily	223021	1647	1892	5.67083e-09	61.4929	cl33720	PHA03247 superfamily	N	 - 
Q#48 - >ZNF619	superfamily	214630	20	120	2.1637e-24	96.1222	cl42959	KRAB superfamily	 - 	 - 
Q#48 - >ZNF619	superfamily	227381	256	414	4.53858e-06	49.309	cl34881	COG5048 superfamily	N	 - 
Q#48 - >ZNF619	superfamily	433230	483	506	0.00011577	39.2615	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#48 - >ZNF619	superfamily	433230	458	479	0.000936042	36.9503	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#49 - >OR10H5	superfamily	452889	41	302	3.55922e-129	369.091	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#50 - >ANXA2R	superfamily	406212	2	193	2.08022e-93	270.238	cl24328	ANXA2R superfamily	 - 	 - 
Q#51 - >CDK10	superfamily	451246	31	339	0	647.503	cl21453	PKc_like superfamily	 - 	 - 
Q#52 - >PLIN4	superfamily	427109	889	1366	5.96104e-45	168.239	cl03851	Perilipin superfamily	 - 	 - 
Q#52 - >PLIN4	superfamily	427109	82	162	6.66711e-10	62.6944	cl03851	Perilipin superfamily	NC	 - 
Q#52 - >PLIN4	superfamily	227699	90	524	2.9398e-06	51.6998	cl44230	COG5412 superfamily	N	 - 
Q#52 - >PLIN4	superfamily	227699	491	1032	4.31515e-06	51.3146	cl44230	COG5412 superfamily	 - 	 - 
Q#53 - >OR10H2	superfamily	452889	41	302	3.22872e-131	374.099	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#54 - >SLFN11	superfamily	165147	15	348	7.55925e-31	127.862	cl31504	PHA02782 superfamily	N	 - 
Q#54 - >SLFN11	superfamily	430875	595	714	0.000954575	42.2675	cl37803	DUF2075 superfamily	C	 - 
Q#55 - >CNTNAP3	superfamily	330301	54	176	2.06651e-34	129.009	cl25480	FA58C superfamily	 - 	 - 
Q#55 - >CNTNAP3	superfamily	451433	794	938	2.5463e-29	114.438	cl22861	LamG superfamily	 - 	 - 
Q#55 - >CNTNAP3	superfamily	451433	212	341	6.65956e-26	104.057	cl22861	LamG superfamily	 - 	 - 
Q#55 - >CNTNAP3	superfamily	451433	398	522	3.35296e-24	99.0493	cl22861	LamG superfamily	 - 	 - 
Q#55 - >CNTNAP3	superfamily	451433	1046	1174	1.4956e-18	82.8709	cl22861	LamG superfamily	 - 	 - 
Q#55 - >CNTNAP3	superfamily	412152	590	635	2.96259e-05	46.4647	cl00085	FReD superfamily	C	 - 
Q#55 - >CNTNAP3	superfamily	451279	551	582	0.000206818	39.6735	cl21504	EGF_CA superfamily	 - 	 - 
Q#56 - >GTF3C5	superfamily	430785	168	322	1.23967e-56	185.95	cl10719	Tau95 superfamily	 - 	 - 
Q#56 - >GTF3C5	superfamily	435972	25	132	1.03681e-38	137.371	cl39214	Tau95_N superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	40	134	2.95436e-64	211.352	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	241	328	4.03753e-60	199.477	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	503	601	2.34564e-58	195.076	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	413	501	2.92995e-58	194.447	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	142	230	9.13947e-51	173.137	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	448366	332	408	3.45003e-28	108.456	cl11960	Ig superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	451288	610	697	9.06152e-15	70.6031	cl21522	FN3 superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	451288	811	893	2.72096e-14	68.9808	cl21522	FN3 superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	451288	709	801	9.65661e-10	56.3507	cl21522	FN3 superfamily	 - 	 - 
Q#57 - >CNTN1	superfamily	451288	905	989	2.93634e-05	43.6391	cl21522	FN3 superfamily	 - 	 - 
Q#58 - >GPR132	superfamily	452889	43	319	6.51019e-149	421.88	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#59 - >ZNF620	superfamily	214630	11	70	8.59669e-30	109.604	cl42959	KRAB superfamily	 - 	 - 
Q#59 - >ZNF620	superfamily	227381	222	366	1.21318e-07	53.5462	cl34881	COG5048 superfamily	N	 - 
Q#59 - >ZNF620	superfamily	433230	379	402	0.000237778	38.1059	cl22375	zf-H2C2_2 superfamily	 - 	 - 
Q#59 - >ZNF620	superfamily	395048	364	386	0.00404091	34.5833	cl23491	zf-C2H2 superfamily	 - 	 - 
Q#60 - >CERS5	superfamily	445908	139	339	2.07395e-48	162.848	cl02759	TRAM_LAG1_CLN8 superfamily	 - 	 - 
Q#60 - >CERS5	superfamily	444687	89	136	1.41481e-07	48.0085	cl00084	homeodomain superfamily	 - 	 - 
Q#61 - >ZKSCAN1	superfamily	128708	52	162	1.54792e-58	190.594	cl42860	SCAN superfamily	 - 	 - 
Q#61 - >ZKSCAN1	superfamily	227381	356	537	2.66522e-12	68.9542	cl34881	COG5048 superfamily	N	 - 
Q#61 - >ZKSCAN1	superfamily	445843	227	262	1.38789e-09	53.3222	cl02581	KRAB_A-box superfamily	 - 	 - 
Q#62 - >PGA3	superfamily	448244	66	386	0	627.166	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#62 - >PGA3	superfamily	429758	17	45	6.93517e-10	53.4927	cl06833	A1_Propeptide superfamily	 - 	 - 
Q#63 - >ZNF606	superfamily	214630	62	122	2.03795e-35	128.094	cl42959	KRAB superfamily	 - 	 - 
Q#63 - >ZNF606	superfamily	227381	383	774	4.01904e-16	81.6658	cl34881	COG5048 superfamily	 - 	 - 
Q#64 - >RAD21	superfamily	428144	1	104	8.3987e-63	202.755	cl04781	Rad21_Rec8_N superfamily	 - 	 - 
Q#64 - >RAD21	superfamily	459255	316	395	4.85636e-41	143.535	cl45910	Rad21_Rec8_M superfamily	 - 	 - 
Q#64 - >RAD21	superfamily	335912	574	628	5.49108e-21	86.2325	cl04780	Rad21_Rec8 superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	451246	15	197	1.30707e-53	185.296	cl21453	PKc_like superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	452900	341	434	4.25226e-53	180.398	cl28922	Ubl1_cv_Nsp3_N-like superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	450165	546	647	1.09246e-47	165.189	cl17171	PH-like superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	214604	346	550	2.09389e-39	145.516	cl33382	B41 superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	444702	773	857	5.21434e-22	91.089	cl00117	PDZ superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	444702	947	1034	4.51209e-19	82.8119	cl00117	PDZ superfamily	 - 	 - 
Q#65 - >FRMPD2	superfamily	444702	1078	1167	1.01944e-15	73.5671	cl00117	PDZ superfamily	 - 	 - 
Q#67 - >FAM107A	superfamily	429041	57	164	2.321e-37	124.297	cl05914	DUF1151 superfamily	 - 	 - 
Q#69 - >TATDN3	superfamily	444807	8	272	1.3795e-66	207.811	cl00281	metallo-dependent_hydrolases superfamily	 - 	 - 
Q#70 - >HS6ST2	superfamily	451469	225	531	7.87666e-32	123.403	cl22970	Sulfotransfer_2 superfamily	 - 	 - 
Q#71 - >CD40	superfamily	451430	26	186	2.00337e-108	310.489	cl22855	TNFRSF superfamily	 - 	 - 
Q#72 - >IARS2	superfamily	223138	60	1011	0	997.49	cl33754	IleS superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	452893	1618	1909	0	637.544	cl28904	PTP_DSP_cys superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	452893	1334	1617	0	622.907	cl28904	PTP_DSP_cys superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	448366	127	226	4.20564e-55	186.371	cl11960	Ig superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	448366	239	320	1.16796e-49	170.466	cl11960	Ig superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	922	1013	3.52014e-19	84.0851	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	323	412	6.43511e-19	83.3147	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	448366	24	115	9.31645e-19	82.6905	cl11960	Ig superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	612	706	6.84751e-18	80.2331	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	419	511	1.99749e-17	79.0775	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	516	604	5.28695e-17	77.9219	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	713	819	4.46114e-14	69.4475	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	824	919	7.91704e-10	57.5063	cl21522	FN3 superfamily	 - 	 - 
Q#73 - >PTPRD	superfamily	451288	1022	1083	0.00039623	41.3279	cl21522	FN3 superfamily	C	 - 
Q#74 - >EPB41L4B	superfamily	214604	87	277	1.12808e-61	207.533	cl33382	B41 superfamily	 - 	 - 
Q#74 - >EPB41L4B	superfamily	450165	273	366	2.1671e-55	185.95	cl17171	PH-like superfamily	 - 	 - 
Q#74 - >EPB41L4B	superfamily	430180	379	420	1.66896e-14	67.9626	cl07378	FA superfamily	 - 	 - 
Q#75 - >SAMM50	superfamily	395877	151	468	8.66067e-79	248.038	cl37642	Bac_surface_Ag superfamily	 - 	 - 
Q#75 - >SAMM50	superfamily	451336	45	124	0.00189425	36.9474	cl21628	POTRA superfamily	 - 	 - 
Q#76 - >CSF2RA	superfamily	436618	35	112	5.40475e-30	110.9	cl39930	IL3Ra_N superfamily	 - 	 - 
Q#76 - >CSF2RA	superfamily	451288	123	215	9.42921e-25	97.4798	cl21522	FN3 superfamily	 - 	 - 
Q#77 - >FKBP5	superfamily	450321	43	135	2.89735e-40	139.254	cl19519	FKBP_C superfamily	 - 	 - 
Q#77 - >FKBP5	superfamily	273380	230	397	2.52684e-08	56.1457	cl36792	3a0801s09 superfamily	NC	 - 
Q#78 - >GPC5	superfamily	426084	12	569	0	708.755	cl12245	Glypican superfamily	 - 	 - 
Q#79 - >SYNCRIP	superfamily	273732	103	615	0	580.804	cl36944	hnRNP-R-Q superfamily	 - 	 - 
Q#79 - >SYNCRIP	superfamily	424079	23	107	5.16456e-57	186.783	cl40448	NURR superfamily	 - 	 - 
Q#80 - >TUSC1	superfamily	450281	61	115	0.000202484	41.1172	cl19252	MreC superfamily	C	 - 
Q#81 - >GMPR2	superfamily	235343	21	424	0	666.645	cl35283	PRK05096 superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	429783	1726	1883	1.0276e-56	194.76	cl20144	PHR superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	429783	1235	1385	9.84357e-55	188.982	cl20144	PHR superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	450175	4519	4573	1.35176e-34	127.839	cl17238	RING_Ubox superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	444664	4353	4401	6.11527e-25	100.161	cl00034	Bbox_SF superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	395335	958	1006	7.72782e-14	68.3129	cl37625	RCC1 superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	227511	663	1024	3.76384e-10	66.0148	cl34932	ATS1 superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	227511	527	716	2.83086e-06	53.3033	cl34932	ATS1 superfamily	N	 - 
Q#82 - >MYCBP2	superfamily	214720	2394	2445	0.000331629	42.5907	cl42963	IG_FLMN superfamily	N	 - 
Q#82 - >MYCBP2	superfamily	450141	2477	2539	0.000875972	39.9235	cl17036	SH3 superfamily	 - 	 - 
Q#82 - >MYCBP2	superfamily	382862	3842	3934	0.00191222	41.4296	cl02148	APC10-like superfamily	C	 - 
Q#82 - >MYCBP2	superfamily	165564	2893	3101	0.00209544	44.4594	cl29689	PHA03309 superfamily	N	 - 
Q#83 - >ZNF841	superfamily	214630	8	68	1.82272e-31	116.923	cl42959	KRAB superfamily	 - 	 - 
Q#83 - >ZNF841	superfamily	227381	483	885	2.12378e-12	70.495	cl34881	COG5048 superfamily	 - 	 - 
Q#83 - >ZNF841	superfamily	227381	259	635	2.00647e-09	60.865	cl34881	COG5048 superfamily	 - 	 - 
Q#84 - >SRRM5	superfamily	237171	378	571	1.14308e-09	61.4583	cl36163	PRK12678 superfamily	C	 - 
Q#84 - >SRRM5	superfamily	273727	517	642	1.56106e-07	54.5142	cl36941	U2AF_lg superfamily	C	 - 
Q#84 - >SRRM5	superfamily	237171	272	465	0.000776926	42.5835	cl36163	PRK12678 superfamily	C	 - 
Q#85 - >MYO15A	superfamily	451428	1236	1887	0	1226.92	cl22853	Motor_domain superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	445794	3050	3204	2.49545e-54	187.568	cl02480	MyTH4 superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	445794	2065	2217	1.53586e-47	167.923	cl02480	MyTH4 superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	450141	2871	2950	1.07881e-45	159.972	cl17036	SH3 superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	450165	3415	3516	3.9358e-41	147.753	cl17171	PH-like superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	223021	723	1144	5.34975e-14	79.212	cl33720	PHA03247 superfamily	N	 - 
Q#85 - >MYO15A	superfamily	447727	3309	3411	1.08006e-10	60.723	cl09511	FERM_B-lobe superfamily	 - 	 - 
Q#85 - >MYO15A	superfamily	223021	2432	2672	1.87947e-07	57.6409	cl33720	PHA03247 superfamily	N	 - 
Q#85 - >MYO15A	superfamily	435798	320	364	0.000950556	40.8728	cl29068	SGP superfamily	N	 - 
Q#85 - >MYO15A	superfamily	197470	1925	1946	0.00779137	36.1495	cl42942	IQ superfamily	 - 	 - 
Q#86 - >HOXD12	superfamily	444687	205	258	3.01977e-23	89.4902	cl00084	homeodomain superfamily	 - 	 - 
Q#87 - >P2RY8	superfamily	452889	24	304	8.84741e-169	471.559	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#88 - >HAUS6	superfamily	434106	14	239	5.07366e-90	286.079	cl24273	HAUS6_N superfamily	 - 	 - 
Q#89 - >MIS12	superfamily	428651	8	140	2.91336e-41	136.576	cl20314	Mis12 superfamily	 - 	 - 
Q#90 - >XKR9	superfamily	430847	10	345	4.25132e-88	269.109	cl20385	XK-related superfamily	 - 	 - 
Q#91 - >TYRP1	superfamily	425566	183	417	3.73831e-34	128.356	cl02830	Tyrosinase superfamily	 - 	 - 
Q#92 - >ST3GAL1	superfamily	425864	85	333	4.56299e-92	275.255	cl02965	Glyco_transf_29 superfamily	 - 	 - 
Q#93 - >ACACA	superfamily	429920	857	1606	0	1013.25	cl24207	ACC_central superfamily	 - 	 - 
Q#93 - >ACACA	superfamily	426008	1706	2254	0	615.422	cl44478	Carboxyl_trans superfamily	 - 	 - 
Q#93 - >ACACA	superfamily	223516	155	657	7.65576e-149	470.211	cl43145	AccC superfamily	 - 	 - 
Q#93 - >ACACA	superfamily	448245	790	855	1.75641e-17	78.7954	cl11404	Biotinyl_lipoyl_domains superfamily	 - 	 - 
Q#93 - >ACACA	superfamily	223585	708	855	6.5517e-10	59.3185	cl33922	AccB superfamily	 - 	 - 
