#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-277756664BD0360B-3035B10816DA652C
#datatype	hitsConcise Results(Superfamily only)
#status	0
#Start time	2023-02-22T19:48:18	Run time	0:00:00:49
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#24 - >UBASH3B	superfamily	450141	256	317	1.01599e-43	150.575	cl17036	SH3 superfamily	 - 	 - 
Q#24 - >UBASH3B	superfamily	451254	39	76	4.5863e-20	83.2598	cl21463	UBA_like_SF superfamily	 - 	 - 
Q#24 - >UBASH3B	superfamily	448243	386	598	3.5199e-18	81.5996	cl11399	HP superfamily	 - 	 - 
Q#25 - >TRIM56	superfamily	444664	99	149	1.83032e-20	84.9996	cl00034	Bbox_SF superfamily	 - 	 - 
Q#25 - >TRIM56	superfamily	444664	165	209	2.24987e-16	73.344	cl00034	Bbox_SF superfamily	 - 	 - 
Q#25 - >TRIM56	superfamily	450175	18	73	8.13407e-15	69.2454	cl17238	RING_Ubox superfamily	 - 	 - 
Q#25 - >TRIM56	superfamily	302697	521	748	4.64065e-09	58.099	cl18310	NHL superfamily	 - 	 - 
Q#26 - >NTN5	superfamily	445808	360	475	3.75126e-49	164.342	cl02512	NTR_like superfamily	 - 	 - 
Q#26 - >NTN5	superfamily	451279	274	323	1.06054e-10	56.5938	cl21504	EGF_CA superfamily	 - 	 - 
Q#26 - >NTN5	superfamily	451279	211	265	2.35027e-05	41.571	cl21504	EGF_CA superfamily	 - 	 - 
Q#27 - >WNT5B	superfamily	393294	48	359	0	643.572	cl38924	Wnt superfamily	 - 	 - 
Q#28 - >ASAH1	superfamily	444923	150	395	2.70053e-137	391.636	cl00467	Ntn_hydrolase superfamily	 - 	 - 
Q#28 - >ASAH1	superfamily	434765	61	124	4.63318e-20	83.0684	cl21316	NAAA-beta superfamily	 - 	 - 
Q#29 - >HTR1A	superfamily	452889	37	411	8.32949e-178	496.038	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#30 - >HRAS	superfamily	453896	3	164	2.83488e-116	326.683	cl38936	P-loop_NTPase superfamily	 - 	 - 
Q#31 - >EIF3M	superfamily	413200	269	357	4.21035e-18	78.0527	cl02111	PCI superfamily	 - 	 - 
Q#32 - >HIGD2B	superfamily	428024	45	96	1.93243e-20	77.1403	cl04611	HIG_1_N superfamily	 - 	 - 
Q#33 - >BAIAP3	superfamily	449331	168	367	2.69468e-77	251.137	cl14603	C2 superfamily	 - 	 - 
Q#33 - >BAIAP3	superfamily	449331	1010	1144	1.84339e-62	208.631	cl14603	C2 superfamily	 - 	 - 
Q#34 - >NXNL1	superfamily	444880	8	153	2.30395e-88	256.668	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#35 - >PPP1R3B	superfamily	451551	127	232	5.4988e-51	163.175	cl23798	CBM53 superfamily	 - 	 - 
Q#35 - >PPP1R3B	superfamily	455118	32	104	1.0955e-41	138.056	cl41685	PBD_PPP1R3 superfamily	 - 	 - 
Q#36 - >MAP3K7CL	superfamily	274008	138	239	0.00212155	38.8843	cl37069	SMC_prok_B superfamily	C	 - 
Q#37 - >HP1BP3	superfamily	444682	155	245	9.81203e-22	89.6027	cl00073	H15 superfamily	 - 	 - 
Q#37 - >HP1BP3	superfamily	444682	346	409	1.65052e-16	74.098	cl00073	H15 superfamily	 - 	 - 
Q#37 - >HP1BP3	superfamily	444682	253	319	4.43599e-10	55.6614	cl00073	H15 superfamily	 - 	 - 
Q#37 - >HP1BP3	superfamily	237855	455	531	0.00017169	44.5976	cl36437	valS superfamily	N	 - 
Q#38 - >PRPSAP2	superfamily	444823	179	363	2.2873e-111	322.537	cl00309	PRTases_typeI superfamily	 - 	 - 
Q#38 - >PRPSAP2	superfamily	433483	20	138	1.78607e-53	172.219	cl38438	Pribosyltran_N superfamily	 - 	 - 
Q#39 - >IQCD	superfamily	224117	212	396	5.73897e-06	48.9424	cl34174	Smc superfamily	NC	 - 
Q#39 - >IQCD	superfamily	412094	375	422	0.000114243	44.0811	cl41701	Adgb_C_mid-like superfamily	NC	 - 
Q#40 - >TP53	superfamily	449334	70	249	4.43149e-95	282.621	cl14608	P53 superfamily	 - 	 - 
Q#40 - >TP53	superfamily	429612	280	319	1.69402e-15	70.0076	cl06653	P53_tetramer superfamily	 - 	 - 
Q#40 - >TP53	superfamily	375947	1	20	8.21944e-09	50.5195	cl39845	TAD2 superfamily	 - 	 - 
Q#41 - >PXK	superfamily	445832	13	132	6.39549e-81	249.2	cl02563	PX_domain superfamily	 - 	 - 
Q#41 - >PXK	superfamily	425359	545	575	5.6342e-10	54.3173	cl41728	WH2 superfamily	 - 	 - 
Q#41 - >PXK	superfamily	451246	198	345	7.20658e-10	59.2063	cl21453	PKc_like superfamily	 - 	 - 
Q#41 - >PXK	superfamily	223589	186	492	4.95289e-05	45.8884	cl43163	SPS1 superfamily	 - 	 - 
Q#42 - >SEMA6C	superfamily	449580	53	517	0	936.814	cl15693	Sema superfamily	 - 	 - 
Q#42 - >SEMA6C	superfamily	413394	518	570	9.76978e-06	43.4658	cl02601	PSI superfamily	 - 	 - 
Q#42 - >SEMA6C	superfamily	237871	793	943	3.28675e-05	47.8139	cl36453	PRK14965 superfamily	N	 - 
Q#43 - >DCHS2	superfamily	452887	2246	2343	3.4522e-35	130.511	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1625	1719	2.01803e-33	125.504	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1729	1825	4.51805e-33	124.348	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1833	1929	7.76792e-31	118.185	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2669	2765	7.32366e-30	115.488	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1938	2034	8.80361e-28	109.325	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1302	1394	2.90844e-27	107.784	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	300	409	3.20521e-27	107.784	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	543	659	5.41652e-27	107.014	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	667	767	2.23782e-26	105.473	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2553	2661	5.69132e-25	101.236	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	881	975	8.1542e-25	100.851	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1195	1290	2.26245e-24	99.6953	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1515	1616	2.1602e-22	93.9173	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	775	866	3.90882e-22	93.1469	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2452	2543	6.42918e-21	89.6801	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2353	2443	2.48411e-20	88.1393	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1412	1506	5.84564e-20	86.9837	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2778	2868	1.54994e-18	83.1317	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	985	1074	1.71332e-17	80.0501	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	1088	1187	1.04656e-16	77.7389	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	423	534	1.35824e-14	71.9609	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2884	2978	4.65215e-13	67.3385	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	70	163	3.22966e-12	65.0273	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	2042	2129	2.19084e-10	60.0197	cl28889	CA_like superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	214520	2162	2240	4.89058e-10	58.1298	cl42954	CA superfamily	 - 	 - 
Q#43 - >DCHS2	superfamily	452887	176	292	7.50144e-08	52.701	cl28889	CA_like superfamily	 - 	 - 
Q#44 - >SUGCT	superfamily	224717	39	458	2.36688e-148	428.271	cl43522	CaiB superfamily	 - 	 - 
Q#45 - >RIOK3	superfamily	451246	253	453	1.53967e-151	430.633	cl21453	PKc_like superfamily	 - 	 - 
Q#46 - >HAVCR1	superfamily	448366	22	124	1.21781e-40	139.516	cl11960	Ig superfamily	 - 	 - 
Q#47 - >DNAH8	superfamily	429963	356	910	0	649.249	cl20356	DHC_N1 superfamily	 - 	 - 
Q#47 - >DNAH8	superfamily	432774	2025	2352	0	595.229	cl37597	AAA_6 superfamily	 - 	 - 
Q#47 - >DNAH8	superfamily	429971	1485	1890	3.48782e-160	502.181	cl20357	DHC_N2 superfamily	 - 	 - 
Q#47 - >DNAH8	superfamily	436342	4409	4704	4.10623e-126	400.067	cl39559	Dynein_C superfamily	 - 	 - 
Q#47 - >DNAH8	superfamily	227570	1334	4355	1.38085e-111	402.059	cl34955	DYN1 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451246	33818	34094	2.0546e-180	557.167	cl21453	PKc_like superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	35126	35217	8.17492e-57	195.267	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	34137	34226	6.86005e-56	192.557	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	6	98	2.4618e-49	173.693	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	103	193	3.07201e-47	167.76	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	20769	20862	3.20077e-43	156.359	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	2078	2169	3.22919e-39	144.871	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	23353	23432	3.20376e-33	127.321	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	22559	22640	6.44657e-32	123.469	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	24724	24805	1.02779e-30	120.002	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	30934	31013	1.13267e-30	120.002	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	26602	26680	1.65456e-30	119.617	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	25520	25598	1.75389e-30	119.617	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	29849	29930	1.40321e-29	116.921	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	23643	23723	4.00813e-29	115.38	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	32023	32102	8.30802e-29	114.609	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	26888	26969	3.5011e-28	112.683	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	28763	28842	9.34447e-28	111.528	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	9205	9294	1.33029e-27	111.581	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	7702	7790	1.42394e-27	111.581	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	7515	7604	2.55107e-27	110.81	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	19101	19180	2.94237e-27	110.372	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	29053	29134	8.00835e-27	108.831	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	9397	9486	1.98296e-26	108.114	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	27684	27763	4.14081e-26	106.905	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	3239	3329	4.75423e-26	107.121	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	24437	24516	5.70722e-26	106.52	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	18387	18476	6.22912e-26	106.52	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	21184	21263	1.07372e-25	105.75	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	25120	25201	1.0948e-25	105.75	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	29449	29530	1.16057e-25	105.75	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	32315	32396	1.56882e-25	105.365	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	28366	28447	3.12891e-25	104.594	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	32714	32792	3.31688e-25	104.209	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	3345	3431	4.62441e-25	104.262	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	7323	7407	8.61503e-25	103.491	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	943	1032	5.73569e-24	101.18	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	8456	8545	6.38312e-24	101.18	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	31225	31305	9.0507e-24	100.357	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	27470	27562	2.13825e-23	99.4931	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	21267	21353	2.31119e-23	99.4931	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	24223	24315	2.64818e-23	99.4931	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	8832	8919	2.7443e-23	99.2541	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	27971	28052	3.74453e-23	98.4309	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	6949	7037	4.96628e-23	98.4837	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	33605	33686	5.80088e-23	98.0457	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	9590	9679	7.6181e-23	98.0985	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	17471	17563	8.58745e-23	97.9523	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	26387	26477	1.10574e-22	97.5671	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	22270	22351	1.16859e-22	97.2753	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	25807	25885	1.40582e-22	96.8901	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	33101	33188	1.65846e-22	96.9429	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	21476	21556	1.77551e-22	96.5049	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	7608	7698	2.24198e-22	96.5577	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	33393	33486	3.25375e-22	96.4115	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	19681	19769	6.48964e-22	95.6411	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	29337	29430	6.55306e-22	95.2559	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	6105	6195	7.13245e-22	95.0169	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	8926	9015	8.01538e-22	95.0169	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	15860	15947	9.85867e-22	94.8707	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	8264	8353	1.02216e-21	94.6317	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	7985	8074	1.17126e-21	94.6317	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	30822	30911	1.18593e-21	94.8707	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	5357	5446	1.21773e-21	94.6317	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	18480	18572	1.5271e-21	94.4855	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	18885	18982	1.66678e-21	94.1003	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	32601	32688	1.81923e-21	94.1003	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	16552	16640	1.98563e-21	94.1003	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	9019	9106	2.16155e-21	93.8613	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	25008	25101	2.60709e-21	93.7151	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	31625	31705	3.0121e-21	93.0381	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	6761	6849	3.22074e-21	93.4761	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	28551	28643	3.42308e-21	93.3299	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	22157	22245	3.45653e-21	93.3299	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	4888	4977	3.79986e-21	93.0909	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	9301	9389	3.91238e-21	93.0909	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	34258	34350	3.91238e-21	93.0909	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	35702	35791	3.95062e-21	93.0909	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	16451	16543	4.32298e-21	92.9447	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	22056	22145	4.45097e-21	92.9447	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	18273	18364	4.58274e-21	92.9447	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	3465	3556	5.08741e-21	92.7057	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	24038	24119	5.24495e-21	92.2677	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	5919	6008	5.44587e-21	92.7057	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	19580	19669	6.3787e-21	92.5595	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	23148	23229	7.09894e-21	92.5595	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	35420	35509	7.15073e-21	92.3205	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	6199	6287	7.36247e-21	92.3205	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	30325	30417	1.08904e-20	91.7891	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	3820	3909	1.48317e-20	91.5501	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	27172	27265	1.60695e-20	91.4039	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	25305	25394	1.6707e-20	91.4039	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	29735	29823	1.89588e-20	91.4039	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	20088	20168	2.12964e-20	90.7269	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	8643	8726	2.27552e-20	90.7797	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	20272	20363	2.6908e-20	91.0187	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	15759	15851	2.90853e-20	90.6335	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	22355	22446	2.93696e-20	90.6335	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	20964	21057	3.26862e-20	90.6335	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	27571	27659	3.36541e-20	90.6335	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	16964	17044	4.16809e-20	89.9565	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	19285	19378	4.41894e-20	90.2483	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	30720	30807	4.59425e-20	90.2483	cl21522	FN3 superfamily	 - 	 - 
Q#48 - >TTN	superfamily	448366	1457	1547	5.00845e-20	89.8625	cl11960	Ig superfamily	 - 	 - 
Q#48 - >TTN	superfamily	451288	31910	32000	5.26449e-20	89.8631	cl21522	FN3 superfamily	 - 	 - 
